pIC50,num_atoms,logP,Mol,molecular_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_rings,logS,electrostatic_potential,shape_index,surface_area,unified_smiles,Cluster
5.33,25,3.88008,<rdkit.Chem.rdchem.Mol object at 0x7b8058b32ea0>,325.1327454800001,66.01,1,5,4,4,4,-3.8800800000000013,-1.0551740983102744,1043.091712465618,144.74382755100513,N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1,2
5.36,24,0.5277,<rdkit.Chem.rdchem.Mol object at 0x7b8058b32f10>,352.13175950000004,111.29,2,5,3,3,2,-0.5277000000000003,-1.180317446164948,849.0667563996204,139.66705731225676,CN(C(=O)NC1CCCN(S(C)(=O)=O)C1)c1cnc2[nH]ccc2n1,2
5.38,40,5.7627,<rdkit.Chem.rdchem.Mol object at 0x7b8058b32f80>,562.189368226,127.78000000000002,2,8,11,5,5,-5.762700000000006,-1.7151735157055694,1685.052753996815,229.3103123976837,CCOP(=O)(CCn1cc(-c2ccc(-c3nc(-c4cc[nH]c(=O)c4)c(-c4ccc(F)cc4)[nH]3)cc2)nn1)OCC,2
5.39,21,2.1416,<rdkit.Chem.rdchem.Mol object at 0x7b8058b32ff0>,286.179361324,86.93,2,4,4,3,2,-2.1415999999999995,-1.2481570209838755,655.58588313677,123.87179890989778,NCCn1c(C2CCCCC2)nc2cc(C(N)=O)ccc21,1
5.41,23,1.3731,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33060>,316.189926008,93.16999999999999,3,5,5,3,2,-1.3730999999999995,-1.479192677997264,701.9264336943454,135.2409462630857,CNCCn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,2
5.42,27,2.0218,<rdkit.Chem.rdchem.Mol object at 0x7b8058b330d0>,391.20419616800007,82.19000000000001,1,6,6,4,2,-2.0218,-1.3230508597277437,858.644364947344,160.99362949089465,CC(C)N1CCC(S(=O)(=O)CC2CC(N(C)c3[nH]cnc4nccc3-4)C2)C1,2
5.42,31,3.4077,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33140>,411.16952491200004,80.95,2,6,7,5,4,-3.407700000000001,-1.523664326300296,1286.2754761084127,178.5670970418923,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1,2
5.43,30,3.8199,<rdkit.Chem.rdchem.Mol object at 0x7b8058b331b0>,426.09620319199996,87.74,2,5,6,4,4,-3.8199000000000023,-1.0944370949413014,1285.483029498701,173.1903089237457,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,2
5.43,29,3.6419,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33220>,391.096834148,119.06999999999998,4,4,4,4,4,-3.641900000000001,-1.5925871100824334,1275.8333901976252,162.69313134239877,O=C(O)c1cc(-c2nc(-c3cc[nH]c(=O)c3)c(-c3ccc(F)cc3)[nH]2)ccc1O,2
5.47,26,1.9491,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33290>,354.12405194,90.62000000000002,1,7,2,5,4,-1.9491,-0.9661523023753532,1171.1411718794143,145.8281642789674,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOCC1,2
5.47,26,0.55658,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33300>,375.14774391200007,118.00999999999999,2,6,5,4,2,-0.5565799999999999,-1.210156233430065,899.4421588360793,152.1120000340386,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2CCC(C#N)C2)C1,2
5.49,25,1.81,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33370>,336.13347375199993,90.62000000000002,1,7,2,5,4,-1.81,-1.0221953790406748,1119.0310499275258,141.6626288760412,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOCC1,2
5.5,22,1.146,<rdkit.Chem.rdchem.Mol object at 0x7b8058b333e0>,303.15829153199996,101.37000000000002,3,5,4,3,2,-1.146,-1.4793867279643105,687.2460139023335,128.12037571727708,NC(=O)c1ccc2c(c1)nc(C1CCC(O)CC1)n2CCO,2
5.5,21,0.5609,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33450>,287.174610292,98.96000000000001,3,5,4,3,2,-0.5608999999999998,-1.3868939490749939,657.3728837282054,123.0567189791092,NCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,2
5.5,21,1.8198,<rdkit.Chem.rdchem.Mol object at 0x7b8058b334c0>,279.112010036,110.68,3,4,3,3,3,-1.8197999999999999,-1.333020031461201,794.8334802380062,120.40029352299815,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,2
5.51,22,0.8216,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33530>,301.190260356,84.97,3,5,5,3,2,-0.8215999999999994,-1.3897950389322422,672.4711567838987,129.63163258010113,CNCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,2
5.51,33,5.17132,<rdkit.Chem.rdchem.Mol object at 0x7b8058b335a0>,441.25286061200006,63.480000000000004,2,6,6,5,4,-5.171320000000004,-1.5908545880159999,1276.988380414778,194.56341892989835,Cc1ccc(OCC(C)C)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,2
5.51,25,3.38452,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33610>,355.119987876,87.89999999999999,2,4,3,3,3,-3.384520000000002,-1.2505599850581706,948.389525368126,150.2183290662603,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)N(C)C,2
5.51,44,6.04572,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33680>,589.28013798,125.13,3,7,6,6,5,-6.0457200000000055,-2.051537966332124,1766.374102023477,255.8115887595898,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc2ncnc-2c(Nc2ccc(C(=O)N3CCOCC3)cc2)[nH]1,2
5.52,26,3.65,<rdkit.Chem.rdchem.Mol object at 0x7b8058b336f0>,371.15128800400004,74.86,3,5,5,4,3,-3.650000000000002,-1.406712106270642,841.7928490844703,157.23837226551956,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCCNC4)c-3n2)cc1,2
5.52,30,4.0095,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33760>,400.20115938800006,67.58000000000001,1,7,7,5,4,-4.009500000000002,-1.4611885531623396,1103.7184639637806,174.89821205425034,c1cc(-c2ccncc2)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nn2c1,2
5.52,28,5.1673,<rdkit.Chem.rdchem.Mol object at 0x7b8058b337d0>,384.11979576000004,51.45,1,5,4,4,4,-5.167300000000003,-1.0889589783810705,1137.711272000375,157.96139930782195,COc1ccccc1Nc1nc2c(-c3cccc(C(F)(F)F)c3)cccn2n1,2
5.52,39,2.6362,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33840>,551.2427069160001,120.23,2,11,9,5,4,-2.6362000000000005,-2.02685828554692,1566.1980893143655,227.82334381387,COc1cc(N2CCN(C)CC2)ccc1Nc1nc2c(NCc3cccnc3N(C)S(C)(=O)=O)cccn2n1,2
5.52,28,2.89374,<rdkit.Chem.rdchem.Mol object at 0x7b8058b338b0>,396.13684488,94.17999999999999,1,8,4,4,4,-2.893740000000001,-1.076093203387744,1286.2101210273681,162.31376393707706,Cc1nn(C)c(C)c1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1,2
5.52,33,2.961,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33920>,467.17395866000015,106.65,1,10,8,5,4,-2.961000000000001,-1.4187652152590495,1356.4159788267903,191.27613802644788,CS(=O)(=O)c1ccc(Oc2cccn3nc(Nc4cnn(CCN5CCCC5)c4)nc23)cc1,2
5.52,21,3.1973,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33990>,294.07284556800005,62.45,2,5,2,3,3,-3.197300000000001,-0.9325063165206741,780.2058633148391,116.22005151005048,Oc1cccn2nc(Nc3ccc(C(F)(F)F)cc3)nc12,1
5.52,36,4.9957,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33a00>,497.2150931120001,69.96000000000001,2,8,6,5,4,-4.995700000000004,-1.70279042798394,1363.524372474342,205.8498082502906,COc1ccc(C(F)(F)F)cc1Nc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,2
5.52,42,5.6823,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33a70>,580.2773590200001,75.0,1,7,8,5,4,-5.682300000000006,-1.7674962976057935,1580.9309690872847,242.651120853106,CC(C)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,2
5.52,33,3.8454,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33ae0>,443.24335854800006,69.96000000000001,2,8,7,5,4,-3.8454000000000033,-1.8683806101874383,1195.897777957737,193.35320204151188,COc1ccc(CNc2cccn3nc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)cc1,2
5.52,33,3.8454,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33b50>,443.2433585480001,69.96000000000001,2,8,7,5,4,-3.8454000000000033,-1.8681091687659983,1230.397777957737,193.3532020415119,COc1cccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)c1,2
5.53,33,3.2952,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33bc0>,462.183795072,82.83999999999999,1,8,5,5,4,-3.295200000000002,-1.5157651177749283,1373.0092013825858,192.95025089578695,CN1CCN(c2ccc(Nc3nc4ccc(-c5ccc(S(C)(=O)=O)cc5)cn4n3)cc2)CC1,2
5.54,36,3.8662,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33c30>,483.2746586760001,91.79,2,7,8,5,4,-3.866200000000002,-1.9706884835248617,1320.5343894097507,211.28603376864322,CN(C)Cc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cc1,2
5.54,27,3.95842,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33ca0>,385.16693806800004,74.86,3,5,5,4,3,-3.958420000000002,-1.4289016309409002,903.5102237102393,163.6033143799162,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)c(C)c1,2
5.54,18,-0.4049,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33d10>,247.14331016399998,112.95,3,5,5,2,2,0.4048999999999993,-1.3352040256772284,575.0966120531623,104.75775230285328,NCCc1nc2cc(C(N)=O)ccc2n1CCN,0
5.54,42,4.15512,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33d80>,576.2572922720001,105.2,2,8,5,5,4,-4.155120000000003,-1.8053890209398444,1694.670511435565,241.07897573755005,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,2
5.54,25,3.24772,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33df0>,351.088687748,78.21000000000001,1,5,3,4,4,-3.247720000000001,-1.081078722093337,1111.8125689526123,148.02519661747615,Cc1ccc(Cl)cc1-c1cn(-c2ncnn3cccc23)cc1C(N)=O,2
5.54,18,1.3821,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33e60>,241.096359972,78.33,1,6,2,3,3,-1.3820999999999997,-0.9467522903940782,689.2591938189389,103.05243327293381,COc1ccc(-c2cccn3nc(N)nc23)cn1,1
5.55,21,1.7609,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33ed0>,280.132411132,86.93,2,4,4,3,3,-1.7609,-1.2530869143749912,792.6471207103675,121.74507158311137,NCCn1c(-c2ccccc2)nc2cc(C(N)=O)ccc21,1
5.55,33,5.17132,<rdkit.Chem.rdchem.Mol object at 0x7b8058b33f40>,441.25286061200006,63.480000000000004,2,6,6,5,4,-5.171320000000004,-1.5907512478807597,1276.9883804147776,194.56341892989838,Cc1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c(OCC(C)C)c1,2
5.56,29,3.3871,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc040>,433.1339236879999,90.98,2,6,5,4,3,-3.387100000000002,-1.3191100995419658,1072.7623768854942,175.3251390187912,CN1CCC(CNc2c(Cl)c[nH]c3nc(-c4ccc(S(C)(=O)=O)cc4)nc2-3)CC1,2
5.56,27,2.8069,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc0b0>,379.1102957840001,89.25,1,7,5,4,4,-2.8069000000000006,-1.1517551915749744,1185.9972480483914,156.19629423226948,CS(=O)(=O)c1ccc(-c2cccn3nc(NCc4cccnc4)nc23)cc1,2
5.57,28,4.30062,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc120>,399.18258813200003,66.07,2,5,5,4,3,-4.300620000000004,-1.42599959775576,932.6487626220909,170.17822798090813,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)c(C)c1,2
5.57,22,1.6847,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc190>,294.148061196,86.93,2,4,5,3,3,-1.6846999999999996,-1.3317475702150305,808.1419314842967,128.11001369750798,NCCn1c(Cc2ccccc2)nc2cc(C(N)=O)ccc21,1
5.57,37,3.4785,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc200>,501.22885135600006,90.10000000000001,1,8,6,6,4,-3.478500000000002,-1.7525004298645726,1433.3093979808455,213.32970054076537,O=C(O)CN1CCN(c2cc(-c3cnc4ccc(N5CCCC5c5cccc(F)c5)nn34)ccn2)CC1,2
5.57,33,4.701,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc270>,457.172559604,79.38000000000001,2,6,5,4,3,-4.701000000000003,-1.4773274779742358,1112.4359383682993,188.16488271651386,CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2C(F)(F)F)cc1,2
5.58,23,1.63258,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc2e0>,305.1276601,110.72000000000001,2,5,4,3,3,-1.63258,-1.1936939045053503,918.5469896377973,132.5025933789767,N#Cc1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,2
5.58,22,2.06932,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc350>,294.148061196,86.92999999999999,2,4,4,3,3,-2.0693200000000003,-1.27529370277268,833.7362649599231,128.11001369750798,Cc1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,1
5.58,21,2.18482,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc3c0>,302.083746688,76.36,1,6,3,3,3,-2.18482,-0.8413622777812726,898.3736369092304,121.91955204525897,Cc1cccn2nc(Nc3ccc(S(C)(=O)=O)cc3)nc12,1
5.6,23,1.1721,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc430>,312.12224037199996,127.38999999999999,4,6,4,3,3,-1.1721,-1.7260701031864287,901.7218939507978,131.3335390875034,NCCn1c(-c2ccc(O)cc2O)nc2cc(C(N)=O)ccc21,2
5.6,33,3.2952,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc4a0>,462.183795072,82.83999999999999,1,8,5,5,4,-3.295200000000002,-1.510575150942412,1407.5092013825854,192.95025089578695,CN1CCN(c2cccc(Nc3nc4c(-c5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,2
5.6,27,1.218,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc510>,394.065965684,145.98999999999998,3,8,4,3,3,-1.218,-1.2121561279956383,1125.9540636167628,151.22042745987378,Nc1nc(Nc2cccc(S(N)(=O)=O)c2)nn1C(=O)c1c(F)cccc1F,2
5.6,26,2.6366,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc580>,358.135365572,89.07000000000001,2,7,4,3,3,-2.6366000000000005,-1.2134675921004676,932.1369956332803,147.6094787694426,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,2
5.61,18,0.6152,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc5f0>,242.09160894,84.81,1,6,3,4,3,-0.6151999999999997,-0.7989700242328457,698.2017706530746,101.81649366568307,c1nc(-c2cn(CC3CO3)nn2)c2cc[nH]c2n1,0
5.63,23,3.19682,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc660>,310.142975816,79.89999999999999,2,4,4,3,3,-3.1968200000000007,-1.0444899057360124,854.6755818413772,133.46825832534523,Cc1ccccc1Oc1cnc2[nH]cc(C(=O)NC(C)C)c2n1,1
5.64,28,3.6586,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc6d0>,401.161852688,84.09,3,6,6,4,3,-3.6586000000000016,-1.5462960274183282,923.0723919918242,168.7168596094231,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)cc1OC,2
5.66,19,-0.0148,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc740>,261.158960228,112.94999999999999,3,5,6,2,2,0.014799999999999591,-1.3884565939206548,589.9762559524738,111.1226944172499,NCCCn1c(CCN)nc2cc(C(N)=O)ccc21,0
5.67,34,3.6725,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc7b0>,457.15501772,108.14,4,6,8,5,4,-3.672500000000001,-1.7316906558486702,1428.860761849098,193.401994349332,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OCCNc2ccnc(F)c2)c1,2
5.67,39,5.7971,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc820>,535.2031107839999,90.22,1,8,3,6,4,-5.797100000000005,-1.3416861201292365,1580.2134937026378,222.85218474227108,CC(C)(C)OC(=O)N1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,2
5.67,18,1.9871,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc890>,240.101111004,65.44,1,5,2,3,3,-1.9870999999999994,-0.984544270087761,705.0326679661954,103.8327852919873,COc1ccccc1-c1cccn2nc(N)nc12,1
5.67,20,1.382,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc900>,288.06809662399996,90.35,1,6,2,3,3,-1.3820000000000001,-0.9032495808275965,899.6300852334257,115.34463844426703,CS(=O)(=O)c1cccc(-c2cccn3nc(N)nc23)c1,1
5.68,26,2.2688,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc970>,359.082995652,123.13,3,7,4,3,3,-2.2688000000000006,-1.2338364760969986,981.3698588179493,144.44045883708242,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,2
5.7,26,5.57172,<rdkit.Chem.rdchem.Mol object at 0x7b8058adc9e0>,342.18444670400004,42.22,1,4,4,4,4,-5.5717200000000044,-1.1287507587796195,1062.6310734677409,153.0811320983296,Cc1cccc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,1
5.7,27,1.87848,<rdkit.Chem.rdchem.Mol object at 0x7b8058adca50>,388.168145008,114.76999999999998,2,6,6,4,2,-1.8784799999999997,-1.2422993171935035,936.8531486868967,158.946673082,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CC(C)(CC#N)C2)C1,2
5.7,28,2.8494,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcac0>,393.1259458480001,89.25,1,7,6,4,4,-2.849400000000001,-1.208471478095489,1202.578487153706,162.5612363466661,CS(=O)(=O)c1ccc(-c2cccn3nc(NCCc4cccnc4)nc23)cc1,2
5.74,30,3.8782,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcb30>,423.15743600400003,124.50999999999998,5,6,4,5,4,-3.8782000000000014,-1.6741877942879295,1281.5660748543198,176.80815567688987,NC1CCCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1,2
5.75,29,2.8288,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcba0>,404.1208583800001,90.62000000000002,1,7,2,5,4,-2.828800000000001,-0.9611192169155295,1266.303815744919,160.5241771992165,O=c1[nH]c2cnc(-n3cnc4cc(C(F)(F)F)ccc43)nc2n1C1CCOCC1,2
5.75,32,4.8629,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcc10>,427.23721054800006,63.480000000000004,2,6,6,5,4,-4.862900000000003,-1.5686815005658648,1230.1047005694106,188.19847681550175,CC(C)COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,2
5.75,27,2.5814,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcc80>,363.16952491200004,71.76,1,6,4,5,3,-2.5814000000000004,-1.2123258490897995,971.7056836446587,156.50704504254756,O=C(Nc1nc2cccc(-c3ccc(N4CCOCC4)cc3)n2n1)C1CC1,2
5.75,17,3.3318,<rdkit.Chem.rdchem.Mol object at 0x7b8058adccf0>,229.15789760799998,31.92,1,2,2,3,2,-3.331800000000002,-0.9291093354401337,496.8915607759282,101.8504733706434,CN(c1ccnc2[nH]ccc12)C1CCCCC1,0
5.76,29,1.5816,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcd60>,393.20255635600006,149.65999999999997,4,9,6,4,3,-1.5815999999999988,-1.731003656899615,989.1047090676311,167.27001400836244,NC(=O)c1cnc(NC2CCCCC2N)nc1Nc1cccc(-n2nccn2)c1,2
5.77,28,4.5545,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcdd0>,372.15862588000005,76.14,2,5,0,4,3,-4.554500000000003,-1.411712791580523,1016.6784085357774,162.8538976909509,O=C1CCC=CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)N1,2
5.77,24,2.00492,<rdkit.Chem.rdchem.Mol object at 0x7b8058adce40>,320.13855913199995,94.52000000000001,2,6,2,4,4,-2.0049199999999994,-1.2197840468936598,1117.7661103101536,136.89266798407814,Cc1ccccc1-n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,2
5.77,29,3.0118,<rdkit.Chem.rdchem.Mol object at 0x7b8058adceb0>,393.1800895960001,108.99999999999999,3,5,5,4,3,-3.011800000000002,-1.3450760620531375,1089.1101350992706,167.63357991305426,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,2
5.77,41,6.74852,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcf20>,549.28522336,89.58,1,8,5,6,5,-6.748520000000006,-1.7386077366903274,1655.2777610453015,239.3291244083555,Cc1ccc(-n2cc(-c3cccn4nc(Nc5ccc(C6CCN(C(=O)OC(C)(C)C)CC6)cc5)nc34)cn2)cc1,2
5.78,34,3.4205,<rdkit.Chem.rdchem.Mol object at 0x7b8058adcf90>,478.178709692,92.07,1,9,6,5,4,-3.4205000000000023,-1.5228219993391723,1410.4347931563102,198.0637961252938,CN1CCN(c2cccc(Nc3nc4c(Oc5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,2
5.79,35,3.6829,<rdkit.Chem.rdchem.Mol object at 0x7b8058add000>,471.170667784,97.28,3,7,8,5,4,-3.682900000000002,-1.7041189849630003,1476.8860756519728,199.97690795032383,Cn1cc(C2=C(Nc3cccc(OCCNc4ccnc(F)c4)c3)C(=O)NC2=O)c2ccccc21,2
5.8,19,-0.0148,<rdkit.Chem.rdchem.Mol object at 0x7b8058add070>,261.158960228,112.95,3,5,6,2,2,0.014799999999999591,-1.3885380014387143,589.9762559524738,111.12269441724989,NCCCc1nc2cc(C(N)=O)ccc2n1CCN,1
5.8,21,0.5509,<rdkit.Chem.rdchem.Mol object at 0x7b8058add0e0>,282.12290906799996,112.71000000000001,2,6,4,3,3,-0.5508999999999992,-1.2161998509470058,795.8343767972341,120.18436754500439,NCCn1c(-c2cncnc2)nc2cc(C(N)=O)ccc21,2
5.81,30,3.68528,<rdkit.Chem.rdchem.Mol object at 0x7b8058add150>,435.040213332,105.17999999999999,1,7,3,5,5,-3.6852800000000014,-0.8577988223962904,1520.6345102286355,178.51629479816975,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(Cl)cccc5Cl)c4n3)c2c1,2
5.81,25,3.27492,<rdkit.Chem.rdchem.Mol object at 0x7b8058add1c0>,355.119987876,99.82,2,5,4,3,3,-3.2749200000000016,-1.3020503710041063,964.0954330090011,150.00835757966502,CCn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1cc(Cl)ccc1C,2
5.82,36,3.1956,<rdkit.Chem.rdchem.Mol object at 0x7b8058add230>,505.18960872400004,111.93999999999998,2,8,5,5,4,-3.1956000000000016,-1.6712686723110501,1491.205004943037,209.02657729383535,CN1CCN(c2ccc(NC(=O)Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)cc2)CC1,2
5.82,30,2.0815,<rdkit.Chem.rdchem.Mol object at 0x7b8058add2a0>,405.19132297600004,122.87999999999998,4,8,4,5,4,-2.0814999999999992,-1.7674509077637104,1279.5660748543196,171.79685973451512,Cn1cc2c(Nc3nc(NC4CCOCC4N)cc4cc[nH]c(=O)c34)cccc2n1,2
5.83,36,3.8393,<rdkit.Chem.rdchem.Mol object at 0x7b8058add310>,483.170667784,99.35,3,6,6,6,4,-3.8393000000000024,-1.667520150048598,1528.6398175182119,205.3360189111913,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CCN(c3ccnc(F)c3)C2)c1,2
5.83,37,5.053,<rdkit.Chem.rdchem.Mol object at 0x7b8058add380>,501.24883785200007,106.77000000000001,1,9,5,5,4,-5.053000000000004,-1.606104856848912,1370.1495806956375,215.21763793673057,COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cn1,2
5.83,40,5.7906,<rdkit.Chem.rdchem.Mol object at 0x7b8058add3f0>,543.2845546640001,116.68,3,7,8,4,3,-5.790600000000004,-2.2364489746509797,1295.9771598806801,234.8080047424415,O=C(CCCCCCCC(=O)N1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,2
5.84,26,3.65,<rdkit.Chem.rdchem.Mol object at 0x7b8058add460>,371.15128800400004,74.86,3,5,5,4,3,-3.650000000000002,-1.407812311363514,841.7928490844703,157.23837226551956,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)cc1,2
5.84,32,3.9759,<rdkit.Chem.rdchem.Mol object at 0x7b8058add4d0>,431.223372052,60.730000000000004,2,7,6,5,4,-3.975900000000002,-1.6659342611307166,1196.6847747080565,186.0402501005346,CN1CCN(c2cccc(Nc3nc4c(NCc5ccc(F)cc5)cccn4n3)c2)CC1,2
5.84,27,3.5345,<rdkit.Chem.rdchem.Mol object at 0x7b8058add540>,371.1921521760001,48.05,1,4,4,4,3,-3.534500000000002,-1.236455559042448,895.7206020219144,156.93751670257072,CC1CCN(Cc2cccc(F)c2F)CC1N(C)c1[nH]cnc2nccc1-2,2
5.85,18,1.9494,<rdkit.Chem.rdchem.Mol object at 0x7b8058add5b0>,260.046488588,76.7,2,4,1,3,3,-1.9493999999999998,-0.909023676420358,790.1169012917906,106.80172231914173,Nc1[nH]nc2ccn(-c3ccccc3Cl)c(=O)c12,1
5.85,26,4.96672,<rdkit.Chem.rdchem.Mol object at 0x7b8058add620>,343.1796956720001,55.11,1,5,4,4,4,-4.966720000000004,-1.090921443189673,1064.8902627249706,152.3007800792761,Cc1ccnc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,2
5.85,26,1.48838,<rdkit.Chem.rdchem.Mol object at 0x7b8058add690>,374.152494944,114.76999999999998,2,6,6,4,2,-1.4883799999999998,-1.2010982786839122,892.0969999848999,152.58173096760336,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CC(CC#N)C2)C1,2
